time, dry1, wett1, dry2, wett2, sensor1, sensor2, averageinprocent, moisturestartprocent, starthour, endhour, temperature, jobcounter, maxjobs, wateringduration, pauzeduration, lastwateringtime, ValveStatus, watergifttimer, pauzetimer, outputread, errorflag,
0:04:49,795,435,795,435,98,99,99,30,9,21,20.00,0,8,60,1,,0,0,0,0,0,
0:04:50,795,435,795,435,98,99,98,30,9,21,20.00,0,8,60,1,,0,0,0,0,0,
0:04:51,795,435,795,435,98,99,98,30,9,21,20.00,0,8,60,1,,0,0,0,0,0,
0:04:52,795,435,795,435,98,99,98,30,9,21,20.00,0,8,60,1,,0,0,0,0,0,
0:04:53,795,435,795,435,98,99,98,30,9,21,20.00,0,8,60,1,,0,0,0,0,0,
0:04:54,795,435,795,435,98,100,98,30,9,21,20.00,0,8,60,1,,0,0,0,0,0,
0:04:55,795,435,795,435,98,100,99,30,9,21,20.00,0,8,60,1,,0,0,0,0,0,
0:04:56,795,435,795,435,98,100,99,30,9,21,20.00,0,8,60,1,,0,0,0,0,0,
0:04:57,795,435,795,435,98,99,99,30,9,21,20.00,0,8,60,1,,0,0,0,0,0,
0:04:58,795,435,795,435,98,100,98,30,9,21,20.00,0,8,60,1,,0,0,0,0,0,
0:04:59,795,435,795,435,98,99,99,30,9,21,20.00,0,8,60,1,,0,0,0,0,0,
0:05:00,795,435,795,435,98,100,98,30,9,21,20.00,0,8,60,1,,0,0,0,0,0,
